uid,event,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
52,2,0.5228384443309992,1.6833526148870337,0.10009967675098252,0.3265253208148204,0.10661878513322139,1.670362461578984,3.205842898260437,0.8398559324494429,0.5166266478604463,0.2669030932795216,0.4217862314663593,0.696419413859206,0.14,2,22,165,51,2,1,2,1,4,5,3,1,0
52,3,0.5296256964015538,1.115916106888956,0.10388905057061244,0.3091481069969767,0.09557255205981416,1.8575758448709077,3.814839871922605,0.9345527242075784,0.7354056557625818,0.5408214785275929,0.42519842206612574,0.6942621983083913,0.17888543819998315,2,22,165,51,2,1,2,1,4,5,3,1,0
52,4,0.6268030350284911,1.6846664157584537,0.10478708664619082,0.40117503519698494,0.1609414088653021,1.7731205419679397,3.4959972375101223,0.8561287193789703,0.6034993597976185,0.36421147727613534,0.3997919658694241,0.7247068372797376,0.10198039027185572,2,22,165,51,2,1,2,1,4,5,3,1,0
53,1,0.5820418097856157,2.1053573977992834,0.10064495102245967,0.3583125911554414,0.12838791298052651,1.690360383310776,3.310815134494141,0.8518069822666495,0.5293275397610571,0.2801876443494934,0.4358309051728338,0.7513321502504734,0.08062257748298546,2,24,162,52,2,1,2,1,3,5,3,1,0
53,2,0.6117442225710832,2.173587684973886,0.10146264369941964,0.3745562191713597,0.14029236131994363,1.699290824654969,3.101644510873672,0.8518069822666474,0.4868006138997195,0.2369748376931438,0.4144933797091495,0.7653103945458992,0.06,2,24,162,52,2,1,2,1,3,5,3,1,0
53,3,0.4306268007734195,1.17317957116285,0.10064495102245984,0.2668018838559759,0.07118324522909768,1.5813540441949359,2.968801474585173,0.8466840294612266,0.5204752314162472,0.27089446651779603,0.4442886771411765,0.7294518489934753,0.18027756377319948,2,24,162,52,2,1,2,1,3,5,3,1,0
53,4,0.6366382190734092,2.149703252949474,0.10009967675098247,0.41505574330079986,0.17227127004697945,1.6983356516573433,3.291883967652533,0.8219178082191787,0.5672108203929567,0.321728114770851,0.43672701697950306,0.756042326857432,0.1131370849898476,2,24,162,52,2,1,2,1,3,5,3,1,0
54,1,0.3711216340013109,1.1267184495602736,0.1007106781186548,0.22038472403520323,0.04856942658807268,1.2908495095346735,2.190672055073415,0.8200168159348894,0.2642144375048836,0.06980926898602205,0.4168114566421346,0.7539230729988307,0.140356688476182,2,23,164,55,2,1,2,1,3,5,3,1,0
54,2,0.3613732320248862,1.0428932323126732,0.1007106781186548,0.20362598911159477,0.04146354344167531,1.286822673349812,2.113411576049626,0.8398559324494433,0.25267804806909305,0.06384619597600691,0.40262052838507145,0.7218032973047436,0.0721110255092798,2,23,164,55,2,1,2,1,3,5,3,1,0
54,3,0.40753975145784477,1.1084413073988466,0.10071067811865472,0.2797223549039617,0.07824459583301789,1.3354337422099105,2.2762526722030803,0.9036321123637512,0.34918265977072704,0.12192852988455934,0.43278209131914674,0.7040596565632774,0.2267156809750927,2,23,164,55,2,1,2,1,3,5,3,1,0
54,4,0.413472161802423,1.0801048039192482,0.10146264369941972,0.23452670225505326,0.05500277407063041,1.3695449589087636,2.5906769078474925,0.8016275815445834,0.31366888543100696,0.09838816968753017,0.42806976356098403,0.7200694410957876,0.12083045973594572,2,23,164,55,2,1,2,1,3,5,3,1,0
55,1,0.5967863844687402,2.031701312029924,0.10064495102245986,0.3925633046974764,0.1541059481950037,1.7567811666228448,3.1701203175525072,0.8208955223880602,0.5749769269002275,0.3305984664676295,0.41621610473186565,0.6859300255857007,0.12806248474865695,2,22,173,64,2,1,3,1,2,5,1,1,1
55,2,0.5679356165262983,1.956007659343285,0.10071067811865478,0.35014320498434925,0.12260026399671202,1.6783263354023066,3.07080753245408,0.32900752702369124,0.5491707651931147,0.3015885293427911,0.3962609274321031,0.6859300255857007,0.13,2,22,173,64,2,1,3,1,2,5,1,1,1
55,3,0.6245590578865958,1.824177066861423,0.1006449510224598,0.45012916600426983,0.2026162660876995,1.7294257219020637,2.8029574944426296,0.846684029461227,0.5729791158998583,0.32830506725738323,0.4121717792148678,0.6841052550594827,0.1746424919657298,2,22,173,64,2,1,3,1,2,5,1,1,1
55,4,0.6694841571484673,1.8919743424400588,0.10242640687119282,0.3861794266503389,0.14913454956798447,1.8423820818411865,3.8747457540784978,0.8488872235332865,0.5788790908315915,0.3351010018020099,0.4131400697402738,0.6799999999999999,0.128062484748657,2,22,173,64,2,1,3,1,2,5,1,1,1
56,1,0.5976659900911423,1.8344897397424536,0.10071067811865472,0.3593324002322097,0.12911977385664092,1.7376524343494986,3.2394704802053256,0.8561526594740069,0.4927396142724734,0.2427923274733859,0.3656699687018556,0.6935416353759881,0.1118033988749895,2,22,172,52,2,1,2,4,1,5,2,1,1
56,2,0.6692583183555749,1.8425784055179064,0.10009967675098252,0.3568866791815785,0.12736810177725497,1.7594938675261536,3.8764130280407816,0.8287292817679561,0.4913104201885491,0.24138592898584868,0.34740491825588526,0.6935416353759881,0.11045361017187262,2,22,172,52,2,1,2,4,1,5,2,1,1
56,3,0.654759992765633,1.8879338126491159,0.100245795474528,0.4771186222929441,0.22764217973871706,1.6819201958529828,3.9625973493031688,0.8732602519956603,0.598581764334532,0.35830012859384125,0.36277013878600006,0.6762396025078685,0.14212670403551894,2,22,172,52,2,1,2,4,1,5,2,1,1
56,4,0.6619214044813365,1.8049609314128725,0.10024579547452822,0.36883496114543285,0.13603922856315295,1.805025056888146,3.0828858399821164,0.8502886001625412,0.5720121340234016,0.32719788147000595,0.3603530614016032,0.6940461079784254,0.1216552506059644,2,22,172,52,2,1,2,4,1,5,2,1,1
57,1,0.25586712210460255,0.6180797410680646,0.10071067811865472,0.12012887571170941,0.014430946779759328,1.2219011116916239,2.0898286923681884,0.8440226959278729,0.2586889571883773,0.0669199765712101,0.44676080225236536,0.7366138744281158,0.14866068747318506,2,22,159,48,2,1,1,1,3,5,3,2,0
57,2,0.2423452594649584,0.6068872914057151,0.10064495102245964,0.11814341771173206,0.013957867148608806,1.1924403258164924,2.0373998159407694,0.7857142857142856,0.25005543796986635,0.06252772205830168,0.43292241989629265,0.7106335201775948,0.15620499351813313,2,22,159,48,2,1,1,1,3,5,3,2,0
57,3,0.281217064238982,0.5564760634644121,0.10071067811865476,0.1337271701881676,0.017882956046535142,1.280913180349872,1.9069623448197035,0.8879297679488724,0.2535252108602912,0.06427503254175511,0.4402458475510536,0.6902897942168926,0.25079872407968906,2,22,159,48,2,1,1,1,3,5,3,2,0
57,4,0.26517606034601343,0.6197954698206027,0.10009967675098226,0.1252881495447354,0.015697120416343982,1.242372628430923,2.574323265678141,0.7288903316594161,0.2800770541121673,0.0784431562401499,0.477886151072877,0.7669419795525604,0.19,2,22,159,48,2,1,1,1,3,5,3,2,0
58,1,0.6087587030899908,2.167857174860018,0.10242640687119292,0.3970328778789842,0.1576351061168684,1.7469299990953722,3.510568966646093,0.8396946564885491,0.5389047644627756,0.2904183451606796,0.3592326683739029,0.7496665925596524,0.010000000000000002,2,25,160,60,2,1,1,1,3,4,1,1,1
58,2,0.7215601473924094,2.0572867985853405,0.10000000000000006,0.4252415728052907,0.18083039524191732,1.8657036959855537,3.354707894837123,0.8064516129032263,0.5798233366021152,0.33619510166840977,0.32528488349114826,0.750066663703967,0.09219544457292883,2,25,160,60,2,1,1,1,3,4,1,1,1
58,3,0.651157182113151,1.48928811518949,0.15217332181807433,0.4333054480629246,0.18775361132101184,1.6770431703893098,2.750742947192673,0.9926462419383704,0.49167965782325435,0.24174888591719249,0.34531076884754847,0.7244998274671983,0.0905538513813742,2,25,160,60,2,1,1,1,3,4,1,1,1
58,4,0.6891878900584982,2.2352092650910342,0.10009967675098247,0.46639490977787057,0.217524211866708,1.819057329426212,4.183070430901272,0.8088235294117645,0.6342435613752292,0.4022648951459341,0.3606561788179493,0.7416872656315463,0.05830951894845299,2,25,160,60,2,1,1,1,3,4,1,1,1
59,1,0.5519119214166537,1.7451229111041362,0.10210759472187957,0.3378531001307047,0.11414471726792796,1.768897873277947,3.3019274731679342,0.8536240624895975,0.5425630510474724,0.2943746643619421,0.3697491517683853,0.7093659140387278,0.09055385138137416,2,23,166,60,2,1,2,1,2,4,1,2,1
59,2,0.5851699359734276,1.7627203634306647,0.10217332181807436,0.329280628503189,0.10842573230745516,1.6993596899144485,3.39629923853212,0.8536240624895982,0.4820253924331602,0.23234847895034214,0.3508039534294667,0.7116881339463234,0.09433981132056604,2,23,166,60,2,1,2,1,2,4,1,2,1
59,3,0.560064574409868,1.224009913230542,0.10242640687119284,0.319753727583496,0.10224244630354058,1.698664338125804,2.7126477242528235,0.9305505167314172,0.46270566879483366,0.21409653593487432,0.35853583817890455,0.626418390534633,0.1392838827718412,2,23,166,60,2,1,2,1,2,4,1,2,1
59,4,0.6262104597027816,1.7715793369596402,0.1024264068711929,0.38577345640451277,0.1488211596662845,1.7348834866323426,3.3020865338108782,0.8466840294612279,0.524067935406862,0.2746472009216109,0.37664839905069364,0.7201388754955533,0.14866068747318506,2,23,166,60,2,1,2,1,2,4,1,2,1
60,1,0.6607162009532268,2.5657788456505988,0.10071067811865478,0.45125118491761984,0.20362763188955593,1.868252667342256,3.3870423071259554,0.8200168159348891,0.6560372986759363,0.4303849372540196,0.4128588708452522,0.813203541556479,0.0921954445729289,2,23,163,50,2,1,1,1,4,4,4,1,1
60,2,0.6335233928734018,2.6533700167117766,0.10000000000000006,0.4991986070156658,0.24919924924638118,1.7313825561116032,4.3249135485748464,0.8196721311475414,0.633255079773893,0.40101199605943955,0.3886656463839152,0.7810249675906655,0.06324555320336757,2,23,163,50,2,1,1,1,4,4,4,1,1
60,3,0.5113672603418574,1.5457495817208813,0.10828427124746187,0.37877659336492947,0.14347170768114112,1.5921446772260848,3.8233223766764683,0.8732602519956603,0.6314741006161351,0.3987595397489566,0.39662642482989574,0.7306161783043132,0.12806248474865695,2,23,163,50,2,1,1,1,4,4,4,1,1
60,4,0.714626875056213,2.4628858312352566,0.10000000000000007,0.5075066174162268,0.25756296672126044,1.818505792516068,3.86561343022102,0.8130081300813016,0.6822914093569363,0.4655215672822745,0.40931345615062376,0.7558438992278762,0.13038404810405302,2,23,163,50,2,1,1,1,4,4,4,1,1
61,1,0.9382275591549731,3.3682139504972546,0.1000996767509824,0.6909986064732141,0.4774790741479238,2.0409590681158907,4.210812593113547,0.8579889025222077,0.7046755312060646,0.4965676042805494,0.41672935039467696,0.8357032966310471,0.010000000000000007,2,24,165,62,2,1,1,1,3,5,3,1,1
61,2,0.8972004052281073,3.2671722959742886,0.10009967675098244,0.6461185270975239,0.4174691510586737,1.9370958464758505,3.7640352844574863,0.8726821173296727,0.6586809215915226,0.43386055646865745,0.373391544654981,0.8163332652783422,0.009999999999999995,2,24,165,62,2,1,1,1,3,5,3,1,1
61,3,0.8703050446568165,2.5299640056721544,0.1024264068711929,0.6060674652463087,0.36731777243008557,1.9629826888333615,3.3127243790416467,0.9140358282210788,0.67079352802093,0.4499639572347661,0.4050117588307093,0.8300602387778853,0.07211102550927978,2,24,165,62,2,1,1,1,3,5,3,1,1
61,4,1.1059526711281373,3.2788592745374743,0.10242640687119284,0.7756347273316394,0.6016092302428266,2.1540209312796335,4.299849542281511,0.8984772532560781,0.7774440549736543,0.6044192586138785,0.42101161761699046,0.8514693182963201,0.04123105625617659,2,24,165,62,2,1,1,1,3,5,3,1,1
62,1,0.7426837674237229,2.426145900147849,0.10242640687119277,0.44361678455942943,0.19679585154284723,1.9570685222522333,3.384842014063258,0.8582115460430905,0.5833219883378775,0.34026454207845486,0.37525197231095064,0.6850547423381579,0.04123105625617662,1,21,168,65,2,2,3,2,2,4,1,2,1
62,2,0.7475415012652421,2.4164667144244114,0.10828427124746187,0.43329704859532275,0.1877463323214175,1.8637359174968027,3.368347339142459,0.8732602519956604,0.5554831057420586,0.308561480764843,0.34717006375597326,0.6835202996254025,0.03,1,21,168,65,2,2,3,2,2,4,1,2,1
62,3,0.8123685391111705,1.6358190540062425,0.1265685424949238,0.4260744020387588,0.18153939607268585,1.921751055673615,3.1104028773855625,0.9445413619024164,0.645527596119292,0.4167058773515518,0.36314254299959947,0.6621933252457322,0.0806225774829855,1,21,168,65,2,2,3,2,2,4,1,2,1
62,4,0.8970893420241204,2.3954752340849743,0.10071067811865476,0.4663117152574772,0.21744661578637053,2.0818606566725815,3.856824007276817,0.8270676691729331,0.6823301713913847,0.4655744627909965,0.372230758002376,0.6795586803212803,0.09055385138137413,1,21,168,65,2,2,3,2,2,4,1,2,1
