uid,side,event,trial,cut_mean,cut_max,cut_min,cut_std,cut_var,speed_mean,speed_max,speed_min,speed_std,speed_var,space_mean,space_max,space_min,gender,age,height,weight,fre_side,VR_exp,game_fre,sport_fre,difficulty,enjoyment,fatigue,personality,familiarity
58,left,2,3,0.6825345741959532,1.5361506626558217,0.10242640687119292,0.3623759529440557,0.13131633127211248,1.8713760957662393,3.3040346316586064,0.9064283793910878,0.6296770669231445,0.3964932086089342,0.3582846290777555,0.750066663703967,0.10000000000000006,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,2,3,1.0280654978234836,2.0572867985853405,0.1156047793231506,0.5112724125424102,0.2613994798269365,1.961942514134514,3.126106849332861,0.963373161026255,0.5239139427210159,0.2744858193774799,0.3582846290777555,0.750066663703967,0.10000000000000006,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,3,1,0.5786682055209498,0.9981646933769937,0.1548528137423858,0.2903548027821392,0.08430591149865496,1.6124697175988583,2.1925604386715247,0.9926462419383704,0.38070983471227743,0.14493997824664961,0.32720774912779826,0.4622769732530488,0.2024845673131659,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,3,1,0.6226917146084882,1.4276680034148026,0.3011682711841911,0.3854162187103995,0.1485456616450225,1.485228834583835,1.9112021464722928,1.1237622059111607,0.336726958601618,0.11338504464909577,0.32720774912779826,0.4622769732530488,0.2024845673131659,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,3,2,0.6196378698923237,1.48928811518949,0.2117887825725662,0.5115032349557522,0.26163555937019944,1.4997642915700127,2.152623684065708,1.0870123489537964,0.38130888403180474,0.1453964650415803,0.3406540501078069,0.7244998274671983,0.13,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,3,2,0.5946876069714458,0.9469589673186468,0.2451789526155322,0.3508981642406692,0.12312952166747167,2.117914280791662,2.654371753274253,1.2836594377776551,0.7322742098320004,0.5362255183850806,0.3406540501078069,0.7244998274671983,0.13,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,3,3,0.8679498724507267,1.4749058931180428,0.16674861087325704,0.5522378189942354,0.30496660872750986,2.026420349391661,2.750742947192673,1.1499904198155655,0.5278711294788436,0.2786479293372701,0.34025199507905257,0.6296824596572466,0.1216552506059644,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,3,3,0.6073098001850511,1.431045991865488,0.15217332181807433,0.7146874408016585,0.5107781380396241,1.5708310768812608,2.4132310149502327,1.049471184952237,0.7363832235311961,0.5422602518981955,0.34025199507905257,0.6296824596572466,0.1216552506059644,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,4,1,0.5682269720362356,1.4785108679084078,0.10414213562373097,0.3800722857741148,0.14445494241356036,1.6724214010355622,2.6278785260136406,0.8398559324494431,0.5139592460899864,0.2641541066413872,0.3404590350144367,0.6021627686929839,0.10295630140987,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,4,1,0.5578414084463731,1.4225521616022532,0.10732050807568874,0.3201113982209094,0.10247130727094562,1.7680357834377796,2.8865646930470805,0.8725244558999085,0.5664072447124064,0.32081716686269984,0.3404590350144367,0.6021627686929839,0.10295630140987,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,4,2,0.7155450383030384,2.1406068000275207,0.11,0.5389135980721477,0.2904278661870683,1.8238269593564773,3.5569483162690707,0.8088235294117645,0.6818453421820628,0.4649130706553743,0.3774064132879672,0.7300684899377593,0.05830951894845299,2,25,160,60,2,1,1,1,3,4,1,1,1
58,right,4,2,0.8427314739825473,1.8436331391134708,0.12656854249492386,0.48425696853552724,0.23450481157521863,1.9303539249437256,3.5382773036965784,0.9445413619024166,0.6822754700590157,0.4654998170442508,0.3774064132879672,0.7300684899377593,0.05830951894845299,2,25,160,60,2,1,1,1,3,4,1,1,1
58,left,4,3,0.7606507857958646,2.2352092650910342,0.1038890505706126,0.5494605122004251,0.30190685446755355,1.7540093370320335,2.915456865692818,0.8284030782973048,0.6118693650695447,0.37438411991060777,0.36884174551222243,0.7416872656315463,0.06403124237432849,2,25,160,60,2,1,1,1,3,4,1,1,1
